InfrastructureProduct:Mx4rvoE5zpwpEbGdrcN5Y29ycA,MassTransitSystem:Mx4rD0_fJHs6QdeQXMtf4V-X7A,1437,DISJOINT,Wuppertal_Suspension_Railway,Changsha_Metro,Maryland_Central_Railroad,California–Nevada_Interstate_Maglev,Louisville_and_Interurban_Railroad,California_High-Speed_Rail,Susquehanna_and_Eagles_Mere_Railroad,Bursaray,Osaka_Monorail,Redruth_and_Chasewater_Railway,"Pittsburgh,_Harmony,_Butler_and_New_Castle_Railway"
MassTransitSystem:Mx4rD0_fJHs6QdeQXMtf4V-X7A,TravelRoute:Mx4r7k80XssQEdmAAAACs6hRjg,1437,DISJOINT,Belarusian_Railway,TasRail_(1978–2004),Kolkata_LRTS,Billerica_and_Bedford_Railroad,Ferrocarril_Central_Andino,Albany_and_Susquehanna_Railroad,Mouettes_Genevoises_Navigation,Snailbeach_District_Railways,Tramways_in_Częstochowa,Detroit_M-1_Rail_Line,Inny_Valley_Railway
ConstructionArtifact:Mx4rvVidpZwpEbGdrcN5Y29ycA,MassTransitSystem:Mx4rD0_fJHs6QdeQXMtf4V-X7A,1437,DISJOINT,Lisbon_Metro,Opicina_Tramway,Genoa_urban_railway_service,List_of_Rotterdam_metro_stations,Trams_in_Fremantle,OnTrack,El_Metropolitano,Dhaka_Metro,Agence_métropolitaine_de_transport,Rose_City_Transit,Volgograd_Metrotram
ConceptualWork:Mx4rwClAZJwpEbGdrcN5Y29ycA,MusicalDrama:Mx4rwQrrzZwpEbGdrcN5Y29ycA,1198,DISJOINT,On_the_Town_(musical),Goldilocks_(musical),Different_Times_(musical),Notre-Dame_de_Paris_(musical),Never_Gonna_Dance,Strike_Up_the_Band_(musical),Oklahoma!,Wicked_(musical),Kelly_(musical),Sigh_No_More_(musical),Working_(musical)
Agent-Generic:Mx4rvsaaeJwpEbGdrcN5Y29ycA,Building:Mx4rvVj7KJwpEbGdrcN5Y29ycA,708,DISJOINT,New_York_Society_Library,National_Parliamentary_Library_of_Ukraine,Radcliffe_Science_Library,Pickering_Public_Library,Owatonna_Public_Library,Fort_Worth_Library,Waterville_Public_Library,West_German_Audio_Book_Library_for_the_Blind,James_E._Walker_Library,Webster_Groves_Public_Library,Herzog_August_Library
Agent-Generic:Mx4rvsaaeJwpEbGdrcN5Y29ycA,ConstructionArtifact:Mx4rvVidpZwpEbGdrcN5Y29ycA,708,DISJOINT,Mitchell_Library,Shortgrass_Library_System,Desasevini_Grameena_Vayanasala,Concordia_University_Libraries,Smithsonian_Institution_Libraries,Georgina_Cole_Library,Cambridge_University_Museum_of_Zoology,Evansville_Vanderburgh_Public_Library,Toronto_Reference_Library,National_Parliamentary_Library_of_Ukraine,West_Vancouver_Memorial_Library
Building:Mx4rvVj7KJwpEbGdrcN5Y29ycA,Library-Organization:Mx4rvVjknJwpEbGdrcN5Y29ycA,708,DISJOINT,Zumbrota_Public_Library,Halifax_Public_Libraries,Bibliothèque_nationale_de_France,Trinity_College_Library,Churchill_Archives_Centre,James_E._Walker_Library,"Monroe_County_District_Library,_Woodsfield,_Ohio",Teleki_Library,National_Library_of_Ireland,Water_Resources_Center_Archives,Corvallis-Benton_County_Public_Library
Building:Mx4rvVj7KJwpEbGdrcN5Y29ycA,EducationalOrganization:Mx4rvViNQZwpEbGdrcN5Y29ycA,708,DISJOINT,Carlsbad_City_Library,Lawrence_Memorial_Library,University_of_Toronto_Libraries,Westport_Public_Library,University_of_Michigan_Library,Maughan_Library,Mamaroneck_Public_Library,"Curtis_Memorial_Library_(Brunswick,_Maine)",Public_Library_of_Charlotte_and_Mecklenburg_County,Bibliothèque_de_Laval,Library_of_the_Free_University_of_Bozen-Bolzano
Building:Mx4rvVj7KJwpEbGdrcN5Y29ycA,Organization:Mx4rvVjVT5wpEbGdrcN5Y29ycA,708,DISJOINT,Baxter_Memorial_Library,Rutherford_Library,Greater_Manchester_County_Record_Office,LibriVox,Northern_Ireland_Music_Archive,Newberg_Public_Library,Western_Counties_Regional_Library,Central_Catholic_Library,Cambridge_University_Library,University_of_Peradeniya_library,Kennebunk_Free_Library
ConstructionArtifact:Mx4rvVidpZwpEbGdrcN5Y29ycA,Organization:Mx4rvVjVT5wpEbGdrcN5Y29ycA,708,DISJOINT,Sherborn_Library,Auckland_City_Libraries,Trinity_College_Library,Avril_Robarts_LRC,Johannesburg_City_Library,Library_of_Agudas_Chassidei_Chabad,Kern_County_Library,Bibliotheca_Thysiana,Northern_Ireland_Music_Archive,Branford_Price_Millar_Library,Medicine_Hat_Public_Library
ConstructionArtifact:Mx4rvVidpZwpEbGdrcN5Y29ycA,EducationalOrganization:Mx4rvViNQZwpEbGdrcN5Y29ycA,708,DISJOINT,Owatonna_Public_Library,Burton_Barr_Central_Library,Contra_Costa_County_Library,National_Library_of_Colombia,Honan-Allston_Library,Mount_Prospect_Public_Library,Andersonian_Library,Fort_Worth_Library,McGill_University_Library,King_County_Library_System,Indian_Trails_Public_Library_District
ConstructionArtifact:Mx4rvVidpZwpEbGdrcN5Y29ycA,Library-Organization:Mx4rvVjknJwpEbGdrcN5Y29ycA,708,DISJOINT,James_B._Hunt_Jr._Library,Sunnyvale_Public_Library,Mitchell_Library,Central_Library_(UNAM),Calgary_Public_Library,National_Science_Library_&_Resource_Centre_–_Sri_Lanka,National_Library_of_Colombia,American_University__Library__1,Birkenhead_Public_Library,Mark_and_Emily_Turner_Memorial_Library,County_of_Los_Angeles_Public_Library
Drink:Mx4rvVj0CJwpEbGdrcN5Y29ycA,Food:Mx4rvVi9i5wpEbGdrcN5Y29ycA,697,DISJOINT,Grand_Valley_Brewing_Company,Apotekarnes_Cola,Olmeca_Tequila,Coca-Cola_Citra,Jose_Cuervo,Imperial_(beer),XL_Cola,Bovonto,Fresca,Square_One_Organic_Vodka,Jermuk_(water)
Building:Mx4rvVj7KJwpEbGdrcN5Y29ycA,RestaurantSpace:Mx4rvVkHsJwpEbGdrcN5Y29ycA,623,DISJOINT,"Monty’s_Hotel,_Secunderabad",ElBulli,Gravetye_Manor,Jumbo_Kingdom,Café_Royal,Pete's_Tavern,Del's,West_Lake_Restaurant,De_Oude_Rosmolen,Uchi,J.G._Melon
Canal:Mx4rvVjzcZwpEbGdrcN5Y29ycA,NaturalThing:Mx4rvn7CU5wpEbGdrcN5Y29ycA,269,DISJOINT,Onega_Canal,Kingswood_Junction,Main_Line_of_Public_Works,Wey_and_Arun_Canal,Lichfield_Canal,Conewago_Canal,Macclesfield_Canal,Stainforth_and_Keadby_Canal,Birmingham_and_Liverpool_Junction_Canal,Manchester_Ship_Canal,Huddersfield_Narrow_Canal
Canal:Mx4rvVjzcZwpEbGdrcN5Y29ycA,Stream:Mx4rvVkHdJwpEbGdrcN5Y29ycA,269,DISJOINT,Grantham_Canal,Cannock_Extension_Canal,Hulme_Locks_Branch_Canal,Celilo_Canal,Duluth_Ship_Canal,Delaware_and_Hudson_Canal,Bergse_Maas,Shropshire_Union_Canal,Thames_and_Severn_Canal,Dukinfield_Junction,Corinth_Canal
SportsEvent:Mx4rvVjzBJwpEbGdrcN5Y29ycA,WomensTennisAssociationTournament:Mx4rshgRcLWXEd2AAAAhm0vLxw,59,DISJOINT,Sarasota_Clay_Court_Classic,HP_Open,Tashkent_Open,Brasil_Tennis_Cup,Malaysian_Open_(tennis),WTA_Tour_Championships,Open_GDF_Suez,Sunfeast_Open,Hong_Kong_Open_(tennis),Zurich_Open,Southern_California_Open
ResearchProject:Mx4rvVip8JwpEbGdrcN5Y29ycA,WorkQuantity:Mx4rnxbxgLq-EdqAAACQJw5drg,20,DISJOINT,Epiwork,Fuel_Cells_and_Hydrogen_Joint_Technology_Initiative,TREAT-NMD,Access-eGov,INDECT,CyberEmotions,PRoVisG,Open_House_(FP7),SOA4All,VOA3R,National_hydrogen_energy_road_map
Project:Mx4rvViqMpwpEbGdrcN5Y29ycA,WorkQuantity:Mx4rnxbxgLq-EdqAAACQJw5drg,20,DISJOINT,Access-eGov,WACOM_(WAter_COmpetences_Model),ECOTOOL,Compat.egov,Epiwork,Atopica,TREAT-NMD,PRoVisG,VOA3R,National_hydrogen_energy_road_map,Innovative_Medicines_Initiative
